dataset,src,tgt,raw,ref,trans,score,input_tokens,output_tokens,total_tokens,latency_ms
tatoeba,fr,nl,Le Japon est un pays insulaire.,Japan is een land van eilanden.,"{""c"":""Japan is een eilandland.""}",82,1220,12,1232,456.8
subtitle,fr,nl,"D'ailleurs, Jackie ne veut pas de nous.",We maken toch geen van beiden kans bij Jackie.,"{""c"":""Trouwens, Jackie wil ons niet.""}",74,1223,13,1236,563.45
subtitle,fr,nl,Oui.,Ja.,"{""c"":""Ja.""}",73,1214,7,1221,398.32
tatoeba,fr,nl,La Chine est beaucoup plus grande que le Japon.,China is veel groter dan Japan.,"{""c"":""China is veel groter dan Japan.""}",82,1222,13,1235,435.15
subtitle,fr,nl,N'imaginez pas que vous êtes un as de la romance en vous tripotant les mains et en vous donnant la becquée.,"Denk niet dat jij meer van romantiek weet dan ik. Handje vasthouden, elkaar voeren en afvegen is ook maar gelul.","{""c"":""Denk niet dat je een held bent in de liefde door met je handen te spelen en te zoenen.""}",72,1240,28,1268,541.39
tatoeba,fr,nl,Signe ici !,Teken hier!,"{""c"":""Hieronder tekenen!""}",73,1216,10,1226,854.74
subtitle,fr,nl,Oui.,Ja.,"{""c"":""Ja.""}",75,1214,7,1221,671.46
tatoeba,fr,nl,Je ne devrais pas manger de nourriture contenant du sucre.,Ik zou geen voedsel moeten eten dat suiker bevat.,"{""c"":""Ik zou geen eten moeten eten dat suiker bevat.""}",78,1224,16,1240,463.53
subtitle,fr,nl,"- Nous, Seymour, on n'a rien contre lui.","Wij, Seymour, hebben geen probleem met hem.","{""c"":""- Wij, Seymour, hebben niets tegen hem.""}",92,1224,15,1239,451.23
tatoeba,fr,nl,Nous nous tenions devant la porte et attendions.,We stonden voor de deur en wachtten.,"{""c"":""We stonden voor de deur en wachtten.""}",95,1223,15,1238,885.91
subtitle,de,es,Was hat sie dir gesagt?,¿Qué te dijo?,"{""c"":""¿Qué te dijo?""}",95,1218,10,1228,447.5
tatoeba,fr,nl,Joan s'est cassé son bras gauche dans l'accident.,Joan brak haar linkerarm in het ongeluk.,"{""c"":""Joan brak zijn linkerarm bij het ongeluk.""}",84,1226,15,1241,1178.04
subtitle,de,es,- Was heißt das?,- ¿Qué significa eso?,"{""c"":""¿Qué significa eso?""}",95,1216,10,1226,398.86
tatoeba,fr,nl,J'ai été étonné d'entendre ce qui s'était passé.,Ik was verwonderd wanneer ik hoorde wat er gebeurd was.,"{""c"":""Ik was verrast om te horen wat er was gebeurd.""}",82,1229,19,1248,487.46
subtitle,de,es,Prüfen wir es.,"Bueno, probémoslo.","{""c"":""Verifiquémoslo.""}",70,1218,12,1230,454.35
tatoeba,de,es,"Wie kann ich einem Freund helfen, mit dem Rauchen aufzuhören?",¿Cómo puedo ayudar a un amigo a dejar de fumar?,"{""c"":""¿Cómo puedo ayudar a un amigo a dejar de fumar?""}",95,1228,17,1245,681.98
subtitle,de,es,- Frank?,-¿Frank?,"{""c"":""¿Frank?""}",72,1214,8,1222,393.75
tatoeba,de,es,Wie viele Bücher liest du pro Monat?,¿Cuántos libros lees al mes?,"{""c"":""¿Cuántos libros lees al mes?""}",78,1221,13,1234,466.22
subtitle,de,es,Hast du 'n Problem?,¿Tienes algún problema?,"{""c"":""¿Tienes algún problema?""}",82,1218,10,1228,986.24
tatoeba,de,es,Wir sind nicht jung.,No somos jóvenes.,"{""c"":""No somos jóvenes.""}",95,1217,9,1226,327.09
subtitle,de,es,"Tante Rosamund sagte selbst, dass sie nicht weiß, was sie davon halten soll.",La misma tía Rosamund dijo que no sabía qué pensar de ello.,"{""c"":""La tía Rosamund dijo ella misma que no sabe qué pensar al respecto.""}",83,1231,22,1253,567.04
tatoeba,de,es,Damals waren wir reich.,Entonces éramos ricos.,"{""c"":""Éramos ricos en aquel entonces.""}",82,1218,12,1230,308.21
tatoeba,de,es,"Der Mann, den ich besuchte, war Herr Doi.",El hombre que visité era el señor Doi.,"{""c"":""El hombre que visité fue el señor Doi.""}",85,1223,15,1238,448.34
subtitle,de,es,Wir dachten dass Byron und Ike gleichzeitig am Portal zehn ankamen.,Pensábamos que Byron y Ike llegaron al Portal 10 de forma simultánea.,"{""c"":""Pensamos que Byron e Ike llegaron al portal diez al mismo tiempo.""}",82,1226,19,1245,549.33
tatoeba,de,es,Hast du den Hund heute Morgen gefüttert?,¿Alimentaste al perro esta mañana?,"{""c"":""¿Has alimentado al perro esta mañana?""}",90,1222,14,1236,441.61
subtitle,de,es,"Vielleicht wollte ihm Conley wirklich das Geld geben, um den Buchmacher auszuzahlen.",Quizás Conley realmente fue le va a dar el dinero para pagar el corredor de apuestas.,"{""c"":""Quizás Conley realmente quería darle el dinero para pagar al corredor de apuestas.""}",85,1230,20,1250,425.76
tatoeba,de,es,Mein Hobby ist Gitarre spielen.,Mi pasatiempo es tocar la guitarra.,"{""c"":""Mi pasatiempo es tocar la guitarra.""}",95,1219,14,1233,427.77
subtitle,de,es,"Nicht, weil ich Sie für eine deutsche Agentin hielt.",No es que crea que es Ud. un agente alemán.,"{""c"":""No, porque pensé que eras una agente alemana.""}",73,1225,16,1241,524.11
tatoeba,de,es,Ändere bitte die Flagge.,"Por favor, cambia la bandera.","{""c"":""Cambia la bandera, por favor.""}",82,1220,13,1233,445.92
tatoeba,de,es,Ich kenne hier niemanden.,Aquí no conozco a nadie.,"{""c"":""No conozco a nadie aquí.""}",92,1219,12,1231,388.77
subtitle,de,es,Hans hat mich betrunken in den Pool geworfen.,Hans estaba borracho y me tiró a la piscina.,"{""c"":""Hans me emborrachó y me tiró a la piscina.""}",62,1224,19,1243,799.32
tatoeba,de,es,Sie wurde rot vor Scham.,Ella se ruborizó de vergüenza.,"{""c"":""Se puso roja de vergüenza.""}",85,1219,13,1232,391.13
subtitle,es,da,"Hijo, ¡no vas a creerlo!","Knægt, du vil ikke tro det.","{""c"":""Søn, du vil ikke tro det!""}",82,1222,14,1236,425.2
subtitle,es,da,¡Papi!,Far!,"{""c"":""\""Papi!\""""}",15,1216,10,1226,386.37
tatoeba,es,da,Él tradujo a Homero del griego al inglés.,Han har oversat Homer fra græsk til engelsk.,"{""c"":""Han oversatte Homer fra græsk til engelsk.""}",87,1224,17,1241,485.47
subtitle,es,da,"¡Laurie, cállate! ¿Sabes lo que hará Ethan si tiene oportunidad?","Ved du, hvad Ethan vil gøre, hvis han får chancen?","{""c"":""\""Laurie, vær stille! Ved du, hvad Ethan vil gøre, hvis han får chancen?\""""}",82,1230,26,1256,645.85
tatoeba,es,da,El gato duerme en una silla.,Katten sover på en stol.,"{""c"":""Kattten sover i en stol.""}",62,1220,13,1233,392.41
tatoeba,es,da,Se puede desayunar entre las siete y las nueve.,Du kan spise morgenmaden mellem klokken syv og klokken ni.,"{""c"":""Det er muligt at spise morgenmad mellem syv og ni.""}",82,1223,20,1243,469.68
subtitle,es,da,Menos mal que tienes el pelo largo,"Godt, du har langt hår.","{""c"":""Heldigvis har du langt hår""}",82,1221,12,1233,664.18
subtitle,es,da,- Rechazó el tratamiento.,- Hun afslår behandling.,"{""c"":""\""Han afviste behandlingen.\""""}",82,1218,13,1231,422.95
tatoeba,es,da,El agua está compuesta de hidrógeno y oxígeno.,Vand består af brint og ilt.,"{""c"":""Vand består af brint og ilt.""}",82,1221,15,1236,993.23
tatoeba,es,da,Nos reunimos aquí una vez por semana.,Vi mødes her en gang om ugen.,"{""c"":""Vi mødes her en gang om ugen.""}",95,1221,15,1236,917.15
subtitle,es,da,"- ¡Bien, sí! Auténtico. Está fuera de la ciudad, pero...","Det ligger lidt uden for byen, men...","{""c"":""\""Godt, ja! Ægte. Det er uden for byen, men...\""""}",68,1229,23,1252,1511.39
tatoeba,es,da,Soplaba un viento frío.,Der blæste en kold vind.,"{""c"":""En kold vind blæste.""}",75,1219,13,1232,431.51
subtitle,es,da,¿Es él?,Er det ham?,"{""c"":""Er han?""}",62,1216,8,1224,351.53
tatoeba,es,da,"Es a ti a quien ella ama, no a mí.","Det er dig hun elsker, ikke mig.","{""c"":""\""Det er dig, hun elsker, ikke mig.\""""}",88,1224,17,1241,691.54
subtitle,es,da,"Lo siento, pero esto no está funcionando.","Jeg er ked af det, men det her går ikke.","{""c"":""Jeg er ked af det, men det virker ikke.""}",82,1221,17,1238,441.04
tatoeba,es,da,Eres muy valiente.,Du er meget modig.,"{""c"":""Du er meget modig.""}",95,1217,11,1228,439.54
subtitle,es,da,Y soy muy bueno con mis manos.,Og jeg er dy gtig med hænderne.,"{""c"":""Og jeg er rigtig god med mine hænder.""}",83,1220,16,1236,384.73
tatoeba,es,da,Él estaba parado con las manos en los bolsillos.,Han stod med hænderne i lommen.,"{""c"":""Han stod der med hænderne i lommerne.""}",88,1224,17,1241,473.82
subtitle,es,da,"Ves, es que estamos ocupados.",Vi har travlt.,"{""c"":""Se, vi er bare optaget.""}",73,1221,13,1234,354.93
tatoeba,es,da,Toma el cuchillo y córtale la punta.,Tag kniven og skær spidsen af.,"{""c"":""Tag kniven og skær spidsen af.""}",95,1224,16,1240,691.27
subtitle,en,fr,I'm fine.,Je vais bien.,"{""c"":""Je vais bien.""}",75,1217,9,1226,428.21
tatoeba,en,fr,I just heard that Tom and Mary are moving to Boston.,Je viens d'apprendre que Tom et Mary déménagent à Boston.,"{""c"":""Je viens d'apprendre que Tom et Mary vont déménager à Boston.""}",88,1224,22,1246,738.61
subtitle,en,fr,"Uh... Georgina, do you know where Val was going?","Georgina, savez-vous où Val est allée ?","{""c"":""Euh... Georgina, sais-tu où Val allait ?""}",82,1225,18,1243,552.16
tatoeba,en,fr,He told the truth.,Il disait la vérité.,"{""c"":""Il a dit la vérité.""}",78,1217,11,1228,1110.37
subtitle,en,fr,"- What, my love?","Quoi, mon amour ?","{""c"":""Quoi, mon amour?""}",96,1217,11,1228,658.64
tatoeba,en,fr,"Horrible helicopter accident in a Belgian cemetery, the rescuers have already salvaged more than 500 corpses.","Terrible accident d'hélicoptère dans un cimetière belge, les sauveteurs ont déjà dégagé plus de 500 corps.","{""c"":""Horrible accident d'hélicoptère dans un cimetière belge, les sauveteurs ont déjà récupéré plus de 500 corps.""}",87,1234,36,1270,733.87
subtitle,en,fr,We've got bigger concerns.,On a de plus gros soucis.,"{""c"":""Nous avons des préoccupations plus importantes.""}",82,1219,13,1232,734.69
tatoeba,en,fr,She served us a good meal.,Elle nous a servi un bon repas.,"{""c"":""Elle nous a servi un bon repas.""}",78,1219,13,1232,847.47
subtitle,en,fr,Those guys are the best.,Ces gars sont les meilleurs.,"{""c"":""Ces gars-là sont les meilleurs.""}",92,1218,13,1231,544.43
tatoeba,en,fr,How did you lose your arm?,Comment as-tu perdu ton bras ?,"{""c"":""Comment as-tu perdu ton bras?""}",94,1219,13,1232,516.24
subtitle,en,fr,- That's a concession.,- Voilà une concession. - Quoi ?,"{""c"":""C'est une concession.""}",75,1218,11,1229,503.82
tatoeba,en,fr,Get to bed.,Allez au lit !,"{""c"":""Va te coucher.""}",82,1216,9,1225,389.08
subtitle,en,fr,I followed Taub.,- J'ai suivi Taub.,"{""c"":""J\""ai suivi Taub.""}",74,1217,12,1229,754.58
tatoeba,en,fr,Your house is for sale.,Ta maison est en vente.,"{""c"":""Votre maison est à vendre.""}",82,1218,11,1229,315.61
subtitle,en,fr,Hi.,Salut.,"{""c"":""Salut.""}",50,1214,7,1221,414.23
tatoeba,en,fr,Where are you heading?,Où te diriges-tu ?,"{""c"":""Où vas-tu?""}",82,1217,11,1228,369.73
subtitle,en,fr,A serbian man who has invented A sex machine for women.,Un Serbe qui a inventé une machine sexuelle pour les femmes.,"{""c"":""Un homme serbe a inventé une machine à sexe pour femmes.""}",78,1225,19,1244,537.74
tatoeba,en,fr,You won't believe what just happened!,Vous ne croirez pas ce qui vient d'arriver !,"{""c"":""Vous ne croirez jamais ce qui vient de se passer !""}",88,1221,17,1238,535.22
subtitle,en,fr,"I started to pray because I often find consolation in my faith, and, one day... I heard a voice.","J'ai commencé à prier car j'ai souvent trouvé du réconfort dans ma Foi et... un jour, j'ai entendu une voix.","{""c"":""J'ai commencé à prier parce que je trouve souvent du réconfort dans ma foi, et un jour... j'ai entendu une voix.""}",82,1235,36,1271,728.78
tatoeba,en,fr,There is a flower on the table.,Il y a une fleur sur la table.,"{""c"":""Il y a une fleur sur la table.""}",75,1220,14,1234,482.68
subtitle,de,da,Haben Sie die Leichen photographiert?,Fotograferede du liget?,"{""c"":""Har du fotograferet ligene?""}",83,1221,14,1235,409.09
tatoeba,de,da,Der Zweite Weltkrieg begann 1939.,Anden Verdenskrig begyndte i 1939.,"{""c"":""Anden Verdenskrig begyndte i 1939.""}",85,1223,20,1243,653.6
subtitle,de,da,"Ich glaube nicht, dass das das Ende ist.","Jeg tror ikke, det her er enden.","{""c"":""Jeg tror ikke, det er slutningen.""}",75,1222,14,1236,442.79
tatoeba,de,da,Auf dem Meer herrschte gestern starker Seegang.,På havet herskede der i går en voldsom søgang.,"{""c"":""I går var der kraftig sø på havet.""}",73,1224,16,1240,396.07
subtitle,de,da,Sie haben mich auch zurückgelassen.,- Jeg blev også efterladt!,"{""c"":""Du efterlod mig også.""}",62,1220,11,1231,467.97
tatoeba,de,da,"Es ist kein Geheimnis, dass Tom Mary nicht mag.",Det er ingen hemmelighed at Tom ikke kan lide Maria.,"{""c"":""Det er ingen hemmelighed, at Tom ikke kan lide Mary.""}",90,1224,21,1245,474.25
subtitle,de,da,- Das müssen wir der Polizei erklären.,- Det må vi så bare forklare politiet.,"{""c"":""Det må vi forklare til politiet.""}",79,1219,14,1233,498.29
tatoeba,de,da,Er hat bei der Bundeswehr seinen LKW-Führerschein gemacht.,Han fik kørekort til lastbil mens han var inde som soldat.,"{""c"":""Han fik sit lastbilskørekort i forsvaret.""}",82,1228,19,1247,480.3
subtitle,de,da,"So wie ihr, ihr seid auch eine Gemeinschaft.",Ligesom jer. I er et samfund.,"{""c"":""Ligesom jer, er I også et fællesskab.""}",79,1222,19,1241,536.04
tatoeba,de,da,Französisch ist nicht meine Muttersprache.,Fransk er ikke mit modersmål.,"{""c"":""Fransk er ikke mit modersmål.""}",95,1222,15,1237,391.05
subtitle,de,da,Und das hier.,Og den her ...,"{""c"":""Og det her.""}",82,1216,9,1225,385.6
tatoeba,de,da,Wir haben einen Geheimgang entdeckt.,Vi har opdaget en hemmelig gang.,"{""c"":""Vi har opdaget en hemmelig gang.""}",95,1221,16,1237,393.01
subtitle,de,da,So viel weiß ich. Arbeiten Sie mit Hunter zusammen?,Samarbejder du med Hunter?,"{""c"":""Så meget ved jeg. Skal du arbejde sammen med Hunter?""}",62,1223,18,1241,573.59
tatoeba,de,da,"Tom konnte sich nicht entscheiden, ob er seinen Hund Cookie oder Pochi nennen sollte.",Tom kunne ikke beslutte sig for om hans hund skulle hedde Cookie eller Pochi.,"{""c"":""Tom kunne ikke beslutte sig for, om han skulle kalde sin hund Cookie eller Pochi.""}",95,1229,25,1254,582.01
subtitle,de,da,Genau.,Godt.,"{""c"":""Præcis.""}",82,1215,9,1224,333.29
tatoeba,de,da,Ich habe einen Apfelbaum in meinen Garten gepflanzt.,Jeg har plantet et æbletræ i min have.,"{""c"":""Jeg har plantet et æbletræ i min have.""}",75,1226,18,1244,471.72
subtitle,de,da,Was ist das?,Hvad er det?,"{""c"":""Hvad er det?""}",75,1216,10,1226,452.66
tatoeba,de,da,"Weißt du was, Tom? Du hast recht!","Ved du hvad, Tom, du har ret!","{""c"":""Ved du hvad, Tom? Du har ret!""}",97,1224,15,1239,405.63
subtitle,de,da,"- Ja, ja, kann ich.","- Ja, det kan jeg.","{""c"":""Ja, ja, det kan jeg.""}",97,1219,13,1232,331.81
subtitle,nl,no,Ik zeg het alleen maar.,Jeg bare sier det.,"{""c"":""Jeg sier det bare.""}",82,1218,10,1228,471.93
tatoeba,de,da,Maria kam zuletzt.,Maria kom sidst.,"{""c"":""Maria kom sidst.""}",95,1216,10,1226,390.14
subtitle,nl,no,Oké... oké.,Ok.,"{""c"":""Ok... ok.""}",82,1218,9,1227,407.37
tatoeba,nl,no,Tom is nog steeds buiten.,Tom er fremdeles utenfor.,"{""c"":""Tom er fortsatt ute.""}",74,1218,10,1228,343.15
subtitle,nl,no,Denk je nu dat je het antwoord hebt?,Tror du at du har et svar nå?,"{""c"":""Tror du nå at du har svaret?""}",79,1223,15,1238,572.99
tatoeba,nl,no,Hoeveel tijd besteden jullie op Facebook?,Hvor mye tid bruker du på Facebook?,"{""c"":""Hvor mye tid bruker dere på Facebook?""}",94,1221,14,1235,488.94
subtitle,nl,no,"Op mijn scheiding, ja.",For skilsmissen min!,"{""c"":""På mitt skilsmisse, ja.""}",79,1219,14,1233,540.5
tatoeba,nl,no,Hij heeft geluk zo'n goede vrouw te hebben.,Han er heldig som har en så god hustru.,"{""c"":""Han er heldig som har en så god kone.""}",95,1224,16,1240,534.26
subtitle,nl,no,Voel je je goed?,Føles det bra?,"{""c"":""Føler du deg bra?""}",82,1218,12,1230,568.28
tatoeba,nl,no,Het klimaat is aangenaam.,Klimaet er behagelig.,"{""c"":""Klimaet er behagelig.""}",95,1220,13,1233,1155.35
subtitle,nl,no,Enige tijd geleden was er een beloning uit voor Bill San Antonio.,For en tid siden ble det satt en belønning på Bill San Antonio.,"{""c"":""For en tid siden var det en belønning for Bill San Antonio.""}",82,1227,20,1247,451.74
tatoeba,nl,no,De hoofdstad van Japan is Tokio.,Hovedstaden i Japan er Tokyo.,"{""c"":""Hovedstaden i Japan er Tokyo.""}",95,1220,14,1234,447.51
subtitle,nl,no,"Kom, dan gaan we.",Kom.,"{""c"":""Kom igjen, la oss gå.""}",79,1218,12,1230,515.7
tatoeba,nl,no,Geld is macht.,Penger er makt.,"{""c"":""Penger er makt.""}",95,1217,11,1228,420.52
subtitle,nl,no,Het gebeurt.,Det skjer.,"{""c"":""Det skjer.""}",95,1216,9,1225,344.27
subtitle,nl,no,- Jamey.,- Jamey?,"```json
{""c"":""- Jamey.""}
```",45,1215,14,1229,472.53
tatoeba,nl,no,Ze rookt twintig sigaretten per dag.,Hun røyker 20 sigaretter om dagen.,"{""c"":""Hun røyker tjue sigaretter om dagen.""}",95,1224,17,1241,495.55
subtitle,nl,no,Niemand rust!,Ingen må hvile!,"{""c"":""Ingen skal hvile!""}",82,1217,11,1228,516.27
tatoeba,nl,no,Maak je geen zorgen over ons.,Ikke bekymre deg for oss.,"{""c"":""Ikke bekymre deg for oss.""}",95,1220,14,1234,707.1
subtitle,fr,ja,"Merci, ma reine.",ありがとうございます,"{""c"":""ありがとう、女王様。""}",85,1217,10,1227,334.31
tatoeba,nl,no,Hij woont in een dorp.,Han bor i en landsby.,"{""c"":""Han bor i en landsby.""}",95,1219,12,1231,390.34
subtitle,fr,ja,"Ooh, c'est intéressant.",あらら　これは興味深い,"{""c"":""おお、それは面白いですね。""}",82,1220,11,1231,430.97
tatoeba,nl,no,Ik was thuis.,Jeg var hjemme.,"{""c"":""Jeg var hjemme.""}",95,1216,10,1226,743.82
subtitle,fr,ja,Sortez tous !,- よし、全員降りろ,"{""c"":""みんな、出てきて！""}",70,1216,10,1226,371.49
tatoeba,fr,ja,Noël est un jour férié à part.,クリスマスは特別な休日だ。,"{""c"":""「クリスマスは特別な休日です。」""}",82,1222,12,1234,394.68
subtitle,fr,ja,- Bien. - Parfait. - Merci John.,分かった　ありがとう,"{""c"":""- よし。- 完璧。- ありがとう、ジョン。""}",75,1222,18,1240,646.02
tatoeba,fr,ja,Je me rappelle l'événement aussi clairement que s'il avait eu lieu hier.,この事件の事はまるで昨日の事のようにはっきり覚えています。,"{""c"":""まるで昨日あったかのように、そのイベントを覚えています。""}",78,1229,17,1246,636.57
subtitle,fr,ja,Je pense que parfois.,時々だが...,"{""c"":""時々そう思います。""}",62,1217,10,1227,338.14
tatoeba,fr,ja,Sa clinique a perdu de nombreux patients depuis le scandale.,彼の診療所は、そのスキャンダル以来多くの患者を失った。,"{""c"":""スキャンダル以降、彼女のクリニックは多くの患者を失いました。""}",82,1224,21,1245,508.09
subtitle,fr,ja,"Non, c'était une blague.",あれはジョークさ,"{""c"":""いいえ、それは冗談でした。""}",74,1221,13,1234,379.81
tatoeba,fr,ja,En 1943 le Japon était en guerre.,１９４３年に日本は戦争をしていた。,"{""c"":""1943年、日本は戦争中でした。""}",92,1224,17,1241,695.24
subtitle,fr,ja,Il n'y aura que nous et le V.,集合場所に来るのは俺達だけ そこへVが,"{""c"":""私達とVだけがいればいい。""}",62,1223,14,1237,698.34
tatoeba,fr,ja,Par dessus tout je veux être en bonne santé.,何ものにもまして私は健康になりたい。,"{""c"":""何よりも健康であることが一番の願いです。""}",82,1222,14,1236,558.4
subtitle,fr,ja,Quoi donc ?,何を？,"{""c"":""どうしたの？""}",73,1216,9,1225,425.75
tatoeba,fr,ja,"Généralement, je vais à pied à l'école.",私はたいてい歩いて学校へ行く。,"{""c"":""通常、私は徒歩で学校に行きます。""}",82,1226,14,1240,658.84
subtitle,fr,ja,Ça va aller.,大丈夫よ,"{""c"":""大丈夫だよ。""}",82,1216,8,1224,396.83
tatoeba,fr,ja,Mon loisir est de jouer de la guitare.,私の趣味はギターを弾くことです。,"{""c"":""私の趣味はギターを弾くことです。""}",78,1223,14,1237,577.16
subtitle,fr,ja,"Je suis désolée, Dr Morgan mais je ne vais pas abandonner si vite.",悪いわね　モーガン先生 まだ終わらせないわ,"{""c"":""申し訳ありません、モーガン博士。でも、そんなに簡単に諦めません。""}",82,1230,22,1252,957.3
tatoeba,fr,ja,Un récent sondage montre que le nombre de fumeurs diminue.,最近のある調査によると喫煙者の数は減少しつつある。,"{""c"":""最近の調査によると、喫煙者の数は減少しています。""}",82,1225,17,1242,452.27
subtitle,it,de,"Tu, torna da dove sei venuto!","Du, zurück, wo du hingehörst!","{""c"":""Du, geh zurück, von wo du gekommen bist!""}",78,1221,16,1237,429.58
subtitle,it,de,"Ehi, Foster.","- Hey, Foster?","{""c"":""Hallo, Foster.""}",75,1217,9,1226,390.3
tatoeba,fr,ja,Il est finalement devenu le président d'IBM.,彼はついにＩＢＭの社長になった。,"{""c"":""彼は最終的にIBMの社長になりました。""}",82,1222,13,1235,484.8
tatoeba,fr,ja,Je suis stressé.,ストレスがたまってきたよ。,"{""c"":""ストレスを感じています。""}",78,1217,9,1226,485.66
subtitle,it,de,"Anni dopo, finalmente mori', e la sua vita torturata, cesso'.",Jahre später starb er endlich. Und die Qual seines Lebens war vorbei.,"{""c"":""Jahre später starb er endlich, und sein gequältes Leben endete.""}",87,1231,22,1253,648.65
tatoeba,it,de,Sei una sospettata.,Du bist eine Verdächtige.,"{""c"":""Du bist eine Verdächtige.""}",95,1219,13,1232,440.57
tatoeba,it,de,So che sei un maestro.,"Ich weiß, dass Sie Lehrer sind.","{""c"":""Ich weiß, dass du ein Meister bist.""}",75,1218,14,1232,438.14
subtitle,it,de,"Tu sei la prossima, ragazza. Siediti, vado a prepararti il colore.","Setz dich, ich gehe deine Farbe mischen.","{""c"":""Du bist die Nächste, Mädchen. Setz dich, ich gehe dir die Farbe vorbereiten.""}",82,1230,26,1256,702.27
tatoeba,it,de,Mi alzo alle 7:00.,Ich stehe um sieben Uhr auf.,"{""c"":""Ich stehe um 7:00 auf.""}",82,1222,16,1238,442.7
subtitle,it,de,Vattene! (urla),Verschwinde!,"{""c"":""Verschwinde! (schreien)""}",88,1220,15,1235,414.83
subtitle,it,de,"Ouò prestarmi la sua penna, per favore? Orego, signora.","Darf ich mir Ihren Stift ausleihen, bitte?","{""c"":""Könnten Sie mir bitte Ihren Stift leihen? Bitte, meine Dame.""}",82,1230,22,1252,813.87
tatoeba,it,de,"Tom è più intelligente di voi, sapete.","Wisst ihr, Tom ist intelligenter als ihr.","{""c"":""Tom ist intelligenter als ihr, wisst ihr.""}",82,1222,16,1238,510.46
subtitle,it,de,"Per te, figlio mio, questa è tutta una prova di fede.","Für Sie, mein Sohn, ist dies alles eine Glaubensprüfung.","{""c"":""Für dich, mein Sohn, ist das alles eine Prüfung des Glaubens.""}",82,1226,20,1246,429.68
tatoeba,it,de,Non ho bisogno del suo aiuto.,Ich brauche Ihre Hilfe nicht.,"{""c"":""Ich brauche Ihre Hilfe nicht.""}",82,1219,12,1231,440.37
subtitle,it,de,I suoi genitori hanno perso il loro unico figlio alle 3:07 di questa mattina.,Seine Eltern verloren ihr einziges Kind um 3: 07Uhr heute morgen.,"{""c"":""Ihre Eltern haben ihren einzigen Sohn heute Morgen um 3:07 Uhr verloren.""}",82,1231,23,1254,568.87
tatoeba,it,de,L'ipocrisia è la morte della democrazia.,Die Scheinheiligkeit ist der Tod der Demokratie.,"{""c"":""Heuchelei ist der Tod der Demokratie.""}",82,1226,15,1241,418.67
subtitle,it,de,Mi scusi!,Entschuldigen Sie!,"{""c"":""Entschuldigung!""}",82,1216,10,1226,304.27
tatoeba,it,de,"Non scrivermi al vecchio indirizzo, mi sono trasferito.",Nicht an meine alte Adresse schreiben! Ich bin umgezogen.,"{""c"":""Schreibe mir bitte nicht an die alte Adresse, ich bin umgezogen.""}",79,1226,22,1248,448.21
subtitle,it,de,"- Forza, dai, dai!","- Los, los, los!","{""c"":""\""Forza, dai, dai!\""""}",20,1218,14,1232,396.17
tatoeba,it,de,Cerchiamo di aspettare e vedere come si sviluppano le cose.,"Lass uns abwarten und schauen, wie sich die Dinge entwickeln.","{""c"":""Lasst uns abwarten und sehen, wie sich die Dinge entwickeln.""}",82,1227,20,1247,593.5
subtitle,fr,en,Je vais bien.,I'm fine.,"{""c"":""I'm doing well.""}",82,1216,11,1227,603.19
tatoeba,it,de,Chi l'ha detto? È assolutamente falso!,Wer hat das gesagt? Das ist völlig falsch!,"{""c"":""Wer hat das gesagt? Das ist absolut falsch!""}",85,1222,15,1237,551.49
subtitle,fr,en,"Georgina, savez-vous où Val est allée ?","Uh... Georgina, do you know where Val was going?","{""c"":""Georgina, do you know where Val went?""}",82,1224,15,1239,322.79
tatoeba,it,de,Tom temeva di commettere un errore.,"Tom hatte Angst davor, einen Fehler zu machen.","{""c"":""Tom hatte Angst, einen Fehler zu machen.""}",92,1222,14,1236,321.86
subtitle,fr,en,"Quoi, mon amour ?","- What, my love?","{""c"":""What, my love?""}",96,1218,10,1228,323.61
tatoeba,fr,en,Je viens d'apprendre que Tom et Mary déménagent à Boston.,I just heard that Tom and Mary are moving to Boston.,"{""c"":""I just learned that Tom and Mary are moving to Boston.""}",92,1228,17,1245,459.77
subtitle,fr,en,On a de plus gros soucis.,We've got bigger concerns.,"{""c"":""We have bigger problems.""}",82,1220,10,1230,503.41
tatoeba,fr,en,Il disait la vérité.,He told the truth.,"{""c"":""He was telling the truth.""}",82,1218,11,1229,380.01
subtitle,fr,en,Ces gars sont les meilleurs.,Those guys are the best.,"{""c"":""These guys are the best.""}",82,1218,11,1229,685.73
tatoeba,fr,en,"Terrible accident d'hélicoptère dans un cimetière belge, les sauveteurs ont déjà dégagé plus de 500 corps.","Horrible helicopter accident in a Belgian cemetery, the rescuers have already salvaged more than 500 corpses.","{""c"":""Terrible helicopter accident in a Belgian cemetery, rescuers have already cleared more than 500 bodies.""}",82,1243,26,1269,521.06
subtitle,fr,en,- Voilà une concession. - Quoi ?,- That's a concession.,"{""c"":""- Here's a concession. - What?""}",85,1220,15,1235,568.93
tatoeba,fr,en,Elle nous a servi un bon repas.,She served us a good meal.,"{""c"":""She served us a good meal.""}",78,1220,12,1232,1143.69
subtitle,fr,en,- J'ai suivi Taub.,I followed Taub.,"{""c"":""I followed Taub.""}",95,1219,10,1229,284.64
subtitle,fr,en,Salut.,Hi.,"{""c"":""Hello.""}",30,1214,7,1221,389.21
tatoeba,fr,en,Comment as-tu perdu ton bras ?,How did you lose your arm?,"{""c"":""How did you lose your arm?""}",95,1220,12,1232,399.38
