dataset,src,tgt,raw,ref,trans,score,input_tokens,output_tokens,total_tokens,latency_ms
subtitle,es,da,"¡Laurie, cállate! ¿Sabes lo que hará Ethan si tiene oportunidad?","Ved du, hvad Ethan vil gøre, hvis han får chancen?","{""c"":""\""Laurie, hold din kæft! Ved du hvad Ethan vil gøre, hvis han får chancen?\""""}",75,1769,37,1806,2039.56
tatoeba,es,da,Se puede desayunar entre las siete y las nueve.,Du kan spise morgenmaden mellem klokken syv og klokken ni.,"{""c"":""\""Man kan spise morgenmad mellem klokken syv og ni.\""""}",82,1755,25,1780,1618.84
subtitle,es,da,Menos mal que tienes el pelo largo,"Godt, du har langt hår.","{""c"":""\""Heldigvis har du langt hår\""""}",82,1750,19,1769,1814.15
tatoeba,es,da,El agua está compuesta de hidrógeno y oxígeno.,Vand består af brint og ilt.,"{""c"":""\""Vandet består af brint og ilt.\""""}",90,1755,20,1775,1584.04
subtitle,es,da,- Rechazó el tratamiento.,- Hun afslår behandling.,"{""c"":""\""- Han afviste behandlingen.\""""}",78,1749,17,1766,1797.43
tatoeba,es,da,Nos reunimos aquí una vez por semana.,Vi mødes her en gang om ugen.,"{""c"":""\""Vi mødes her en gang om ugen.\""""}",85,1752,19,1771,1914.36
tatoeba,es,da,Soplaba un viento frío.,Der blæste en kold vind.,"{""c"":""\""Der blæste en kold vind.\""""}",85,1750,19,1769,1757.71
subtitle,es,da,"- ¡Bien, sí! Auténtico. Está fuera de la ciudad, pero...","Det ligger lidt uden for byen, men...","{""c"":""\""- Godt, ja! Autentisk. Det er uden for byen, men...\""""}",70,1765,29,1794,2232.58
tatoeba,es,da,"Es a ti a quien ella ama, no a mí.","Det er dig hun elsker, ikke mig.","{""c"":""\""Det er dig, hun elsker, ikke mig.\""""}",90,1754,21,1775,2067.61
subtitle,es,da,¿Es él?,Er det ham?,"{""c"":""\""Er det ham?\""""}",95,1745,13,1758,1977.04
tatoeba,es,da,Eres muy valiente.,Du er meget modig.,"{""c"":""\""Du er meget modig.\""""}",82,1747,15,1762,2295.46
subtitle,es,da,"Lo siento, pero esto no está funcionando.","Jeg er ked af det, men det her går ikke.","{""c"":""\""Jeg beklager, men dette fungerer ikke.\""""}",82,1751,21,1772,2315.1
tatoeba,es,da,Él estaba parado con las manos en los bolsillos.,Han stod med hænderne i lommen.,"{""c"":""\""Han stod der med hænderne i lommerne.\""""}",85,1756,22,1778,3032.63
subtitle,es,da,Y soy muy bueno con mis manos.,Og jeg er dy gtig med hænderne.,"{""c"":""\""Og jeg er meget dygtig med mine hænder.\""""}",87,1751,23,1774,3076.84
tatoeba,es,da,Toma el cuchillo y córtale la punta.,Tag kniven og skær spidsen af.,"{""c"":""\""Tag kniven og klip spidsen af den.\""""}",79,1755,21,1776,2935.07
subtitle,es,da,"Ves, es que estamos ocupados.",Vi har travlt.,"{""c"":""\""Se, vi er bare optaget.\""""}",73,1751,17,1768,3282.26
tatoeba,en,fr,I just heard that Tom and Mary are moving to Boston.,Je viens d'apprendre que Tom et Mary déménagent à Boston.,"{""c"":""\""J'ai just appris que Tom et Mary déménagent à Boston.\""""}",52,1752,26,1778,3090.47
subtitle,en,fr,I'm fine.,Je vais bien.,"{""c"":""\""Je vais bien.\""""}",75,1744,14,1758,3668.01
tatoeba,en,fr,He told the truth.,Il disait la vérité.,"{""c"":""\""Il a dit la vérité.\""""}",82,1745,17,1762,2808.2
subtitle,en,fr,"Uh... Georgina, do you know where Val was going?","Georgina, savez-vous où Val est allée ?","{""c"":""\""Euh... Georgina, tu sais où Val allait?\""""}",73,1756,25,1781,2794.6
tatoeba,en,fr,"Horrible helicopter accident in a Belgian cemetery, the rescuers have already salvaged more than 500 corpses.","Terrible accident d'hélicoptère dans un cimetière belge, les sauveteurs ont déjà dégagé plus de 500 corps.","{""c"":""\""Horrible accident d'hélicoptère dans un cimetière belge, les sauveteurs ont déjà récupéré plus de 500 cadavres.\""""}",85,1765,49,1814,2416.89
subtitle,en,fr,"- What, my love?","Quoi, mon amour ?","{""c"":""\""- Quoi, mon amour ?\""""}",95,1746,18,1764,1945.32
tatoeba,en,fr,She served us a good meal.,Elle nous a servi un bon repas.,"{""c"":""\""Elle nous a servi un bon repas.\""""}",95,1747,19,1766,2010.15
subtitle,en,fr,We've got bigger concerns.,On a de plus gros soucis.,"{""c"":""\""Nous avons des préoccupations plus importantes.\""""}",82,1746,21,1767,1795.68
subtitle,en,fr,Those guys are the best.,Ces gars sont les meilleurs.,"{""c"":""\""Ces gars-là sont les meilleurs.\""""}",92,1746,19,1765,1908.31
tatoeba,en,fr,How did you lose your arm?,Comment as-tu perdu ton bras ?,"```json
{""c"":""\""Comment as-tu perdu ton bras?\""""}
```",82,1747,24,1771,2227.33
subtitle,en,fr,- That's a concession.,- Voilà une concession. - Quoi ?,"{""c"":""\""- C'est une concession.\""""}",75,1747,17,1764,2055.32
tatoeba,en,fr,Get to bed.,Allez au lit !,"{""c"":""\""Allez vous coucher.\""""}",82,1744,16,1760,1789.62
subtitle,en,fr,I followed Taub.,- J'ai suivi Taub.,"{""c"":""\""J'ai suivi Taub.\""""}",82,1746,18,1764,1513.86
tatoeba,en,fr,Your house is for sale.,Ta maison est en vente.,"{""c"":""\""Votre maison est à vendre.\""""}",82,1746,19,1765,1631.54
subtitle,en,fr,Hi.,Salut.,"{""c"":""\""Bonjour.\""""}",75,1742,14,1756,1711.37
tatoeba,en,fr,Where are you heading?,Où te diriges-tu ?,"{""c"":""\""Où allez-vous?\""""}",75,1745,16,1761,2026.58
subtitle,en,fr,A serbian man who has invented A sex machine for women.,Un Serbe qui a inventé une machine sexuelle pour les femmes.,"{""c"":""\""Un homme serbe qui a inventé une machine pour adultes destinée aux femmes.\""""}",74,1752,28,1780,2126.04
tatoeba,en,fr,You won't believe what just happened!,Vous ne croirez pas ce qui vient d'arriver !,"{""c"":""\""Tu ne croiras pas ce qui vient de se passer!\""""}",82,1748,23,1771,2227.13
subtitle,en,fr,"I started to pray because I often find consolation in my faith, and, one day... I heard a voice.","J'ai commencé à prier car j'ai souvent trouvé du réconfort dans ma Foi et... un jour, j'ai entendu une voix.","{""c"":""\""J'ai commencé à prier parce que je trouve souvent du réconfort dans ma foi, et un jour... j'ai entendu une voix.\""""}",82,1764,47,1811,1604.85
tatoeba,en,fr,There is a flower on the table.,Il y a une fleur sur la table.,"{""c"":""\""Il y a une fleur sur la table.\""""}",90,1748,19,1767,1605.79
subtitle,de,da,Haben Sie die Leichen photographiert?,Fotograferede du liget?,"{""c"":""\""Har du fotograferet ligene?\""""}",83,1750,17,1767,1461.53
tatoeba,de,da,Der Zweite Weltkrieg begann 1939.,Anden Verdenskrig begyndte i 1939.,"{""c"":""\""Anden Verdenskrig begyndte i 1939.\""""}",85,1754,23,1777,1820.13
subtitle,de,da,"Ich glaube nicht, dass das das Ende ist.","Jeg tror ikke, det her er enden.","{""c"":""\""Jeg tror ikke, at det er slutningen.\""""}",79,1753,21,1774,1507.11
tatoeba,de,da,Auf dem Meer herrschte gestern starker Seegang.,På havet herskede der i går en voldsom søgang.,"{""c"":""\""Der var kraftig søgang på havet i går.\""""}",79,1757,21,1778,1404.77
subtitle,de,da,Sie haben mich auch zurückgelassen.,- Jeg blev også efterladt!,"{""c"":""\""Du har også efterladt mig.\""""}",62,1750,18,1768,1659.37
tatoeba,de,da,"Es ist kein Geheimnis, dass Tom Mary nicht mag.",Det er ingen hemmelighed at Tom ikke kan lide Maria.,"{""c"":""\""Det er ingen hemmelighed, at Tom ikke kan lide Mary.\""""}",82,1756,24,1780,1706.42
subtitle,de,da,- Das müssen wir der Polizei erklären.,- Det må vi så bare forklare politiet.,"{""c"":""\""- Det må vi forklare til politiet.\""""}",79,1755,20,1775,1614.59
tatoeba,de,da,Er hat bei der Bundeswehr seinen LKW-Führerschein gemacht.,Han fik kørekort til lastbil mens han var inde som soldat.,"{""c"":""\""Han fik sit lastbil-kørekort gennem Bundeswehr.\""""}",79,1760,25,1785,1625.3
tatoeba,de,da,Französisch ist nicht meine Muttersprache.,Fransk er ikke mit modersmål.,"```json
{""c"":""\""Fransk er ikke mit modersmål.\""""}
```",75,1753,23,1776,1081.28
subtitle,de,da,"So wie ihr, ihr seid auch eine Gemeinschaft.",Ligesom jer. I er et samfund.,"{""c"":""\""Ligesom jer, I er også et fællesskab.\""""}",82,1754,25,1779,1610.48
subtitle,de,da,Und das hier.,Og den her ...,"{""c"":""\""Og det her.\""""}",82,1745,14,1759,1044.3
tatoeba,de,da,Wir haben einen Geheimgang entdeckt.,Vi har opdaget en hemmelig gang.,"{""c"":""\""Vi har opdaget en hemmelighed gang.\""""}",73,1754,19,1773,1224.82
subtitle,de,da,So viel weiß ich. Arbeiten Sie mit Hunter zusammen?,Samarbejder du med Hunter?,"{""c"":""\""Det ved jeg så meget om. Arbejder du sammen med Hunter?\""""}",73,1757,24,1781,1297.68
tatoeba,de,da,"Tom konnte sich nicht entscheiden, ob er seinen Hund Cookie oder Pochi nennen sollte.",Tom kunne ikke beslutte sig for om hans hund skulle hedde Cookie eller Pochi.,"{""c"":""\""Tom kunne ikke beslutte sig for, om han skulle kalde sin hund Cookie eller Pochi.\""""}",85,1765,32,1797,1401.73
tatoeba,de,da,Ich habe einen Apfelbaum in meinen Garten gepflanzt.,Jeg har plantet et æbletræ i min have.,"{""c"":""\""Jeg har plantet et æbletræ i min have.\""""}",75,1761,24,1785,1312.31
subtitle,de,da,Genau.,Godt.,"{""c"":""\""Præcis.\""""}",75,1744,14,1758,1728.22
subtitle,de,da,Was ist das?,Hvad er det?,"{""c"":""\""Hvad er det?\""""}",85,1744,15,1759,1354.93
tatoeba,de,da,"Weißt du was, Tom? Du hast recht!","Ved du hvad, Tom, du har ret!","{""c"":""\""Ved du hvad, Tom? Du har ret!\""""}",85,1755,20,1775,1502.56
tatoeba,de,da,Maria kam zuletzt.,Maria kom sidst.,"{""c"":""\""Maria var sidst.\""""}",73,1746,14,1760,1393.23
subtitle,de,da,"- Ja, ja, kann ich.","- Ja, det kan jeg.","{""c"":""\""- Ja, ja, det kan jeg.\""""}",92,1749,19,1768,2035.13
tatoeba,nl,no,Tom is nog steeds buiten.,Tom er fremdeles utenfor.,"{""c"":""\""Tom er fortsatt ute.\""""}",79,1748,16,1764,1370.94
subtitle,nl,no,Ik zeg het alleen maar.,Jeg bare sier det.,"{""c"":""\""Jeg sier det bare.\""""}",74,1749,16,1765,1537.66
tatoeba,nl,no,Hoeveel tijd besteden jullie op Facebook?,Hvor mye tid bruker du på Facebook?,"{""c"":""\""Hvor mye tid bruker dere på Facebook?\""""}",79,1752,21,1773,1478.82
subtitle,nl,no,Oké... oké.,Ok.,"{""c"":""\""Okei... okei.\""""}",70,1747,16,1763,1443.84
tatoeba,nl,no,Hij heeft geluk zo'n goede vrouw te hebben.,Han er heldig som har en så god hustru.,"{""c"":""\""Han har flaks med å ha en så god kone.\""""}",79,1754,22,1776,1540.68
subtitle,nl,no,Denk je nu dat je het antwoord hebt?,Tror du at du har et svar nå?,"{""c"":""\""Tror du nå at du har svaret?\""""}",79,1754,21,1775,1344.59
tatoeba,nl,no,Het klimaat is aangenaam.,Klimaet er behagelig.,"{""c"":""\""Klimaet er behagelig.\""""}",95,1748,18,1766,1666.32
subtitle,nl,no,"Op mijn scheiding, ja.",For skilsmissen min!,"{""c"":""\""På min skilsmisse, ja.\""""}",75,1748,17,1765,1383.51
tatoeba,nl,no,De hoofdstad van Japan is Tokio.,Hovedstaden i Japan er Tokyo.,"{""c"":""\""Hovedstaden i Japan er Tokyo.\""""}",85,1750,18,1768,1420.08
subtitle,nl,no,Voel je je goed?,Føles det bra?,"{""c"":""\""Føler du deg bra?\""""}",82,1748,17,1765,1867.17
tatoeba,nl,no,Geld is macht.,Penger er makt.,"{""c"":""\""Penger er makt.\""""}",95,1746,16,1762,2580.35
subtitle,nl,no,Enige tijd geleden was er een beloning uit voor Bill San Antonio.,For en tid siden ble det satt en belønning på Bill San Antonio.,"{""c"":""\""For en tid siden var det en belønning for Bill San Antonio.\""""}",82,1757,24,1781,1162.45
tatoeba,nl,no,Ze rookt twintig sigaretten per dag.,Hun røyker 20 sigaretter om dagen.,"{""c"":""\""Hun røyker tjue sigaretter per dag.\""""}",79,1752,21,1773,1129.08
subtitle,nl,no,"Kom, dan gaan we.",Kom.,"{""c"":""\""Kom, da skal vi gå.\""""}",62,1748,18,1766,1366.95
tatoeba,nl,no,Maak je geen zorgen over ons.,Ikke bekymre deg for oss.,"{""c"":""\""Gjør deg ingen bekymringer om oss.\""""}",79,1751,21,1772,1379.46
subtitle,nl,no,Het gebeurt.,Det skjer.,"{""c"":""\""Det skjer.\""""}",75,1744,13,1757,1332.41
tatoeba,nl,no,Hij woont in een dorp.,Han bor i en landsby.,"{""c"":""\""Han bor i en by.\""""}",79,1748,16,1764,1100.41
subtitle,nl,no,- Jamey.,- Jamey?,"{""c"":""\""- Jamey.\""""}",30,1745,14,1759,876.64
tatoeba,nl,no,Ik was thuis.,Jeg var hjemme.,"{""c"":""\""Jeg var hjemme.\""""}",95,1747,16,1763,1216.9
subtitle,nl,no,Niemand rust!,Ingen må hvile!,"{""c"":""\""Ingen hviler!\""""}",72,1745,14,1759,1277.87
tatoeba,fr,ja,Noël est un jour férié à part.,クリスマスは特別な休日だ。,"{""c"":""「ノエルは特別な祝日です。」""}",75,1751,22,1773,1598.14
subtitle,fr,ja,"Merci, ma reine.",ありがとうございます,"```json
{""c"":""「ありがとう、女王様。」""}
```",70,1748,24,1772,1280.53
tatoeba,fr,ja,Je me rappelle l'événement aussi clairement que s'il avait eu lieu hier.,この事件の事はまるで昨日の事のようにはっきり覚えています。,"{""c"":""「昨日起こったことのように、そのイベントをはっきりと覚えています。」""}",73,1761,35,1796,1535.06
subtitle,fr,ja,"Ooh, c'est intéressant.",あらら　これは興味深い,"{""c"":""「おお、それは興味深いですね。」""}",82,1752,21,1773,1623.58
tatoeba,fr,ja,Sa clinique a perdu de nombreux patients depuis le scandale.,彼の診療所は、そのスキャンダル以来多くの患者を失った。,"{""c"":""「スキャンダル以来、彼女のクリニックは多くの患者を失った。」""}",73,1755,36,1791,1610.26
subtitle,fr,ja,Sortez tous !,- よし、全員降りろ,"{""c"":""「全員出て!」""}",75,1746,14,1760,1224.93
subtitle,fr,ja,- Bien. - Parfait. - Merci John.,分かった　ありがとう,"{""c"":""「了解。」「完璧だ。」「ありがとう、ジョン。」""}",82,1755,33,1788,1451.62
tatoeba,fr,ja,En 1943 le Japon était en guerre.,１９４３年に日本は戦争をしていた。,"{""c"":""「1943年、日本は戦争中でした。」""}",82,1753,23,1776,1415.88
subtitle,fr,ja,Je pense que parfois.,時々だが...,"```json
{""c"":""「時々だと思う。」""}
```",67,1747,21,1768,1508.18
tatoeba,fr,ja,Par dessus tout je veux être en bonne santé.,何ものにもまして私は健康になりたい。,"{""c"":""「何よりも、私は健康でいたいです。」""}",82,1754,24,1778,1507.44
subtitle,fr,ja,"Non, c'était une blague.",あれはジョークさ,"{""c"":""「いいえ、冗談でした。」""}",74,1749,20,1769,1015.92
tatoeba,fr,ja,"Généralement, je vais à pied à l'école.",私はたいてい歩いて学校へ行く。,"{""c"":""「一般的に、私は歩いて学校に行きます。」""}",82,1755,27,1782,1589.96
subtitle,fr,ja,Il n'y aura que nous et le V.,集合場所に来るのは俺達だけ そこへVが,"{""c"":""「私たちと V だけになるでしょう。」""}",78,1752,23,1775,1615.59
tatoeba,fr,ja,Mon loisir est de jouer de la guitare.,私の趣味はギターを弾くことです。,"{""c"":""「私の趣味はギターを弾くことです。」""}",82,1753,24,1777,1485.29
subtitle,fr,ja,Quoi donc ?,何を？,"{""c"":""「何ですか?」""}",74,1746,14,1760,1244.17
tatoeba,fr,ja,Un récent sondage montre que le nombre de fumeurs diminue.,最近のある調査によると喫煙者の数は減少しつつある。,"{""c"":""「最近の調査によると、喫煙者の数が減少しています。」""}",82,1757,30,1787,1270.57
tatoeba,fr,ja,Il est finalement devenu le président d'IBM.,彼はついにＩＢＭの社長になった。,"{""c"":""「彼は最終的にIBMの会長になった。」""}",74,1752,25,1777,1090.76
subtitle,fr,ja,Ça va aller.,大丈夫よ,"{""c"":""「大丈夫だよ。」""}",82,1747,18,1765,1164.83
tatoeba,fr,ja,Je suis stressé.,ストレスがたまってきたよ。,"{""c"":""「私はストレスを感じています。」""}",73,1747,19,1766,1349.56
subtitle,fr,ja,"Je suis désolée, Dr Morgan mais je ne vais pas abandonner si vite.",悪いわね　モーガン先生 まだ終わらせないわ,"{""c"":""「申し訳ございません、モルガン博士ですが、そう簡単には諦めません。」""}",78,1761,38,1799,1445.31
tatoeba,it,de,Sei una sospettata.,Du bist eine Verdächtige.,"{""c"":""\""Du bist eine Verdächtige.\""""}",85,1748,18,1766,1398.58
subtitle,it,de,"Tu, torna da dove sei venuto!","Du, zurück, wo du hingehörst!","{""c"":""\""Du, geh zurück, wo du hergekommen bist!\""""}",82,1750,25,1775,1549.16
subtitle,it,de,"Ehi, Foster.","- Hey, Foster?","{""c"":""\""Ehi, Foster.\""""}",15,1746,15,1761,1497.89
tatoeba,it,de,So che sei un maestro.,"Ich weiß, dass Sie Lehrer sind.","{""c"":""\""Ich weiß, dass du ein Meister bist.\""""}",72,1747,24,1771,1640.5
subtitle,it,de,"Anni dopo, finalmente mori', e la sua vita torturata, cesso'.",Jahre später starb er endlich. Und die Qual seines Lebens war vorbei.,"{""c"":""\""Jahre später starb er endlich, und sein gequältes Leben endete.\""""}",82,1761,27,1788,1522.04
tatoeba,it,de,Mi alzo alle 7:00.,Ich stehe um sieben Uhr auf.,"{""c"":""\""Ich stehe um 7:00 Uhr auf.\""""}",88,1749,24,1773,1554.45
subtitle,it,de,"Tu sei la prossima, ragazza. Siediti, vado a prepararti il colore.","Setz dich, ich gehe deine Farbe mischen.","{""c"":""\""Du bist die Nächste, Mädchen. Setz dich hin, ich mache dir gleich die Farbe.\""""}",82,1764,42,1806,1504.62
tatoeba,it,de,"Tom è più intelligente di voi, sapete.","Wisst ihr, Tom ist intelligenter als ihr.","{""c"":""\""Tom ist intelligenter als ihr, wisst ihr.\""""}",87,1752,20,1772,1358.67
subtitle,it,de,Vattene! (urla),Verschwinde!,"{""c"":""\""Hau ab! (schreit)\""""}",82,1749,19,1768,1386.19
tatoeba,it,de,Non ho bisogno del suo aiuto.,Ich brauche Ihre Hilfe nicht.,"{""c"":""\""Ich brauche deine Hilfe nicht.\""""}",82,1750,21,1771,1735.21
subtitle,it,de,"Ouò prestarmi la sua penna, per favore? Orego, signora.","Darf ich mir Ihren Stift ausleihen, bitte?","{""c"":""\""Könnten Sie mir bitte Ihren Stift leihen? Entschuldigung, gnädige Frau.\""""}",79,1762,40,1802,1618.64
tatoeba,it,de,L'ipocrisia è la morte della democrazia.,Die Scheinheiligkeit ist der Tod der Demokratie.,"{""c"":""\""Heuchelei ist der Tod der Demokratie.\""""}",82,1754,22,1776,2127.79
subtitle,it,de,"Per te, figlio mio, questa è tutta una prova di fede.","Für Sie, mein Sohn, ist dies alles eine Glaubensprüfung.","{""c"":""\""Für dich, mein Sohn, ist das alles eine Glaubensprobe.\""""}",82,1759,32,1791,1857.52
subtitle,it,de,I suoi genitori hanno perso il loro unico figlio alle 3:07 di questa mattina.,Seine Eltern verloren ihr einziges Kind um 3: 07Uhr heute morgen.,"{""c"":""\""Seine Eltern haben ihren einzigen Sohn heute Morgen um 3:07 Uhr verloren.\""""}",82,1764,38,1802,2273.1
tatoeba,it,de,"Non scrivermi al vecchio indirizzo, mi sono trasferito.",Nicht an meine alte Adresse schreiben! Ich bin umgezogen.,"{""c"":""\""Schreib mir nicht unter der alten Adresse, ich bin umgezogen.\""""}",82,1757,30,1787,2193.21
tatoeba,it,de,Cerchiamo di aspettare e vedere come si sviluppano le cose.,"Lass uns abwarten und schauen, wie sich die Dinge entwickeln.","{""c"":""\""Lassen Sie uns abwarten und sehen, wie sich die Dinge entwickeln.\""""}",82,1759,30,1789,2171.17
subtitle,it,de,Mi scusi!,Entschuldigen Sie!,"{""c"":""\""Entschuldigung!\""""}",82,1744,15,1759,2951.11
subtitle,it,de,"- Forza, dai, dai!","- Los, los, los!","{""c"":""\""- Komm schon, los, los!\""""}",82,1749,20,1769,1687.5
tatoeba,it,de,Chi l'ha detto? È assolutamente falso!,Wer hat das gesagt? Das ist völlig falsch!,"{""c"":""\""Wer hat das gesagt? Das ist absolut falsch!\""""}",85,1754,24,1778,1829.35
tatoeba,it,de,Tom temeva di commettere un errore.,"Tom hatte Angst davor, einen Fehler zu machen.","{""c"":""\""Tom fürchtete sich, einen Fehler zu machen.\""""}",82,1751,24,1775,1773.99
subtitle,fr,en,Je vais bien.,I'm fine.,"{""c"":""\""I'm doing well.\""""}",82,1745,14,1759,1488.77
subtitle,fr,en,"Georgina, savez-vous où Val est allée ?","Uh... Georgina, do you know where Val was going?","{""c"":""\""Georgina, do you know where Val went?\""""}",82,1755,20,1775,1541.95
tatoeba,fr,en,Je viens d'apprendre que Tom et Mary déménagent à Boston.,I just heard that Tom and Mary are moving to Boston.,"{""c"":""\""I just found out that Tom and Mary are moving to Boston.\""""}",95,1759,22,1781,1762.97
subtitle,fr,en,"Quoi, mon amour ?","- What, my love?","{""c"":""\""What, my love?\""""}",85,1749,14,1763,2031.41
tatoeba,fr,en,Il disait la vérité.,He told the truth.,"{""c"":""\""He was telling the truth.\""""}",82,1748,15,1763,1492.84
subtitle,fr,en,On a de plus gros soucis.,We've got bigger concerns.,"{""c"":""\""We've got bigger problems.\""""}",83,1750,15,1765,1138.53
tatoeba,fr,en,"Terrible accident d'hélicoptère dans un cimetière belge, les sauveteurs ont déjà dégagé plus de 500 corps.","Horrible helicopter accident in a Belgian cemetery, the rescuers have already salvaged more than 500 corpses.","{""c"":""\""Terrible helicopter accident in a Belgian cemetery, rescuers have already recovered over 500 bodies.\""""}",82,1778,30,1808,1684.99
subtitle,fr,en,Ces gars sont les meilleurs.,Those guys are the best.,"{""c"":""\""These guys are the best.\""""}",82,1748,15,1763,1154.99
tatoeba,fr,en,Elle nous a servi un bon repas.,She served us a good meal.,"{""c"":""\""She served us a good meal.\""""}",82,1750,16,1766,1263.45
subtitle,fr,en,- Voilà une concession. - Quoi ?,- That's a concession.,"{""c"":""\""- Here's a concession. - What?\""""}",82,1755,19,1774,1246.47
tatoeba,fr,en,Comment as-tu perdu ton bras ?,How did you lose your arm?,"{""c"":""\""How did you lose your arm?\""""}",97,1751,16,1767,1195.11
subtitle,fr,en,- J'ai suivi Taub.,I followed Taub.,"{""c"":""\""- I followed Taub.\""""}",85,1750,16,1766,1363.69
tatoeba,fr,en,Allez au lit !,Get to bed.,"{""c"":""\""Go to bed!\""""}",85,1747,13,1760,1265.27
subtitle,fr,en,Salut.,Hi.,"```json
{""c"":""\""Hi.\""""}
```",62,1744,16,1760,1356.93
tatoeba,fr,en,Ta maison est en vente.,Your house is for sale.,"{""c"":""\""Your house is for sale.\""""}",95,1748,15,1763,1249.38
subtitle,fr,en,Un Serbe qui a inventé une machine sexuelle pour les femmes.,A serbian man who has invented A sex machine for women.,"{""c"":""\""A Serb who invented a sex machine for women.\""""}",85,1757,21,1778,1410.27
tatoeba,fr,en,Où te diriges-tu ?,Where are you heading?,"{""c"":""\""Where are you heading?\""""}",85,1749,14,1763,1305.49
subtitle,fr,en,"J'ai commencé à prier car j'ai souvent trouvé du réconfort dans ma Foi et... un jour, j'ai entendu une voix.","I started to pray because I often find consolation in my faith, and, one day... I heard a voice.","{""c"":""\""I started praying because I often found comfort in my Faith and... one day, I heard a voice.\""""}",87,1780,31,1811,1551.17
tatoeba,fr,en,Vous ne croirez pas ce qui vient d'arriver !,You won't believe what just happened!,"{""c"":""\""You won't believe what just happened!\""""}",95,1757,17,1774,1227.56
subtitle,no,da,Barna har ikke sagt ja til noe.,Børnene har ikke sagt ja til noget.,"{""c"":""\""Børnene har ikke sagt ja til noget.\""""}",75,1752,22,1774,1477.53
tatoeba,fr,en,Il y a une fleur sur la table.,There is a flower on the table.,"{""c"":""\""There is a flower on the table.\""""}",92,1750,17,1767,1388.59
subtitle,no,da,La oss ta en drink før vi går.,"Lad os tage en drink, før vi går.","{""c"":""\""Lad os tage en drink før vi går.\""""}",85,1750,21,1771,1259.71
tatoeba,no,da,Han spør stadig dumme spørsmål.,Han stiller hele tiden dumme spørgsmål.,"{""c"":""\""Han stiller stadig dumme spørgsmål.\""""}",88,1752,22,1774,1717.86
subtitle,no,da,Her er nummeret mitt.,Her er mit nummer.,"{""c"":""\""Her er nummeret mit.\""""}",73,1747,16,1763,1427.65
tatoeba,no,da,Hun begynte å synge.,Hun begyndte at synge.,"{""c"":""\""Hun begyndte at synge.\""""}",95,1748,17,1765,1323.63
subtitle,no,da,Men en gang i tiden var jeg svært forelsket i ham.,Men en gang var jeg meget forelsket i ham.,"{""c"":""\""Engang var jeg meget forelsket i ham.\""""}",73,1755,21,1776,1311.72
tatoeba,no,da,Dette er et varsel som vi må ta på alvor.,Dette er et varsel som vi må tage alvorligt.,"{""c"":""\""Dette er en advarsel, som vi må tage alvorligt.\""""}",82,1753,25,1778,1551.75
subtitle,no,da,-Jeg vet.,- Ja.,"{""c"":""\""-Jeg vet.\""""}",20,1745,15,1760,1345.72
tatoeba,no,da,Hans barnslige latter er sjarmerende.,Hans barnlige latter er charmerende.,"{""c"":""\""Hans barnlige latter er charmerende.\""""}",85,1750,18,1768,1277.78
subtitle,no,da,Og jeg har kameraet. Hva nå?,Jeg har kameraet i mit.,"{""c"":""\""Og jeg har kameraet. Hvad nu?\""""}",62,1754,22,1776,1293.37
tatoeba,no,da,Denne byen er kald og ensom uten deg.,Denne by er kold og ensom uden dig.,"{""c"":""\""Denne by er kold og ensom uden dig.\""""}",75,1753,21,1774,1471.6
subtitle,no,da,"Ok, folkens.","Okay, venner.","{""c"":""\""Ok, folkens.\""""}",0,1745,14,1759,986.2
tatoeba,no,da,Jeg sto opp sent i dag morges.,Jeg stod sent op i dag til morgen.,"{""c"":""\""Jeg stod op sent i dag morges.\""""}",75,1752,20,1772,1059.45
subtitle,no,da,De fortalte meg aldri.,De har aldrig fortalt mig det.,"{""c"":""\""De fortalte mig aldrig.\""""}",73,1748,18,1766,1339.32
tatoeba,no,da,Jeg har alltid ville møte deg.,Jeg har altid ønsket at møde dig.,"{""c"":""\""Jeg har altid ønsket at møde dig.\""""}",85,1750,22,1772,1370.82
subtitle,no,da,Retter om kameraet mot nord-nordøst.,"Retter kameraet nord, nordøst.","{""c"":""\""Rett kameraet mot nord-nordøst.\""""}",62,1754,22,1776,1225.73
tatoeba,no,da,Du hjalp meg ikke.,Du hjalp mig ikke.,"{""c"":""\""Du hjalp mig ikke.\""""}",95,1747,17,1764,978.4
tatoeba,no,da,Kommer du klokken seks eller klokken syv?,Ankommer de klokken seks eller klokken syv?,"{""c"":""\""Kommer du klokken seks eller klokken syv?\""""}",20,1755,24,1779,964.14
subtitle,no,da,- Du bekjemper kriminalitet.,- Du er noget af en kriminalknuser.,"{""c"":""\""- Du bekæmper kriminalitet.\""""}",74,1751,20,1771,1369.39
tatoeba,no,da,"Ta den du liker best, samme hvilken det er.","Tag den du bedst kan lide, lige meget hvilken det er.","{""c"":""\""Tag den, du kan lide bedst, uanset hvilken det er.\""""}",87,1753,27,1780,1257.68
subtitle,ja,fr,ありがとうございます,"Merci, ma reine.","{""c"":""\""Merci beaucoup\""""}",62,1748,15,1763,1414.72
tatoeba,ja,fr,クリスマスは特別な休日だ。,Noël est un jour férié à part.,"{""c"":""\""Noël est une fête spéciale.\""""}",78,1755,20,1775,1353.41
