dataset,src,tgt,raw,ref,trans,score,input_tokens,output_tokens,total_tokens,latency_ms
subtitle,de,da,Was ist das?,Hvad er det?,"{""c"":""Hvad er det?""}",85,2589,13,2602,866.67
tatoeba,en,fr,There is a flower on the table.,Il y a une fleur sur la table.,"{""c"":""Il y a une fleur sur la table.""}",75,2593,17,2610,957.5
subtitle,de,da,"- Ja, ja, kann ich.","- Ja, det kan jeg.","{""c"":""- Ja, ja, det kan jeg.""}",97,2594,17,2611,864.85
tatoeba,de,da,Der Zweite Weltkrieg begann 1939.,Anden Verdenskrig begyndte i 1939.,"{""c"":""Anden Verdenskrig begyndte i 1939.""}",82,2599,21,2620,1008.07
subtitle,nl,no,Ik zeg het alleen maar.,Jeg bare sier det.,"{""c"":""Jeg sier det bare.""}",82,2594,14,2608,978.43
tatoeba,de,da,Auf dem Meer herrschte gestern starker Seegang.,På havet herskede der i går en voldsom søgang.,"{""c"":""Der var stærk søgang på havet i går.""}",82,2602,20,2622,2133.57
subtitle,nl,no,Oké... oké.,Ok.,"{""c"":""Okei... okei.""}",82,2592,14,2606,918.32
subtitle,nl,no,Denk je nu dat je het antwoord hebt?,Tror du at du har et svar nå?,"{""c"":""Do you think you have the answer now?""}",15,2599,16,2615,968.19
tatoeba,de,da,"Es ist kein Geheimnis, dass Tom Mary nicht mag.",Det er ingen hemmelighed at Tom ikke kan lide Maria.,"{""c"":""Det er ingen hemmelighed, at Tom ikke kan lide Mary.""}",90,2601,22,2623,1285.18
subtitle,nl,no,"Op mijn scheiding, ja.",For skilsmissen min!,"{""c"":""På min skilsmisse, ja.""}",79,2593,15,2608,933.47
tatoeba,de,da,Er hat bei der Bundeswehr seinen LKW-Führerschein gemacht.,Han fik kørekort til lastbil mens han var inde som soldat.,"{""c"":""Han tog sit lastbil-kørekort ved Bundeswehr.""}",82,2605,23,2628,1185.32
subtitle,nl,no,Voel je je goed?,Føles det bra?,"{""c"":""Føler du deg bra?""}",82,2593,15,2608,988.05
tatoeba,de,da,Französisch ist nicht meine Muttersprache.,Fransk er ikke mit modersmål.,"{""c"":""Fransk er ikke mit modersmål.""}",95,2598,16,2614,995.53
subtitle,nl,no,Enige tijd geleden was er een beloning uit voor Bill San Antonio.,For en tid siden ble det satt en belønning på Bill San Antonio.,"{""c"":""Enige tijd geleden was er een beloning uit voor Bill San Antonio.""}",0,2602,24,2626,1007.41
tatoeba,de,da,Wir haben einen Geheimgang entdeckt.,Vi har opdaget en hemmelig gang.,"{""c"":""Vi har opdaget en hemmeligt gang.""}",85,2599,17,2616,1046.34
subtitle,nl,no,"Kom, dan gaan we.",Kom.,"{""c"":""Kom, så går vi.""}",90,2593,14,2607,892.29
tatoeba,de,da,"Tom konnte sich nicht entscheiden, ob er seinen Hund Cookie oder Pochi nennen sollte.",Tom kunne ikke beslutte sig for om hans hund skulle hedde Cookie eller Pochi.,"{""c"":""Tom kunne ikke beslutte sig, om han skulle kalde sin hund Cookie eller Pochi.""}",82,2610,29,2639,1996.88
subtitle,nl,no,Het gebeurt.,Det skjer.,"{""c"":""Det skjer.""}",95,2589,11,2600,935.62
tatoeba,de,da,Ich habe einen Apfelbaum in meinen Garten gepflanzt.,Jeg har plantet et æbletræ i min have.,"{""c"":""Jeg har plantet et æbletræ i min have.""}",75,2606,22,2628,1031.32
subtitle,nl,no,- Jamey.,- Jamey?,"{""c"":""- Jamey.""}",75,2590,12,2602,857.67
tatoeba,de,da,"Weißt du was, Tom? Du hast recht!","Ved du hvad, Tom, du har ret!","{""c"":""Du ved hvad, Tom? Du har ret!""}",79,2600,18,2618,966.15
subtitle,nl,no,Niemand rust!,Ingen må hvile!,"{""c"":""Ingen hviler!""}",73,2590,12,2602,900.99
tatoeba,de,da,Maria kam zuletzt.,Maria kom sidst.,"{""c"":""Maria kom sidst.""}",95,2591,12,2603,818.3
subtitle,fr,ja,"Merci, ma reine.",ありがとうございます,"{""c"":""ありがとう、女王様。""}",82,2593,17,2610,1105.66
tatoeba,nl,no,Tom is nog steeds buiten.,Tom er fremdeles utenfor.,"{""c"":""Tom er fortsatt ute.""}",74,2593,14,2607,931.67
subtitle,fr,ja,"Ooh, c'est intéressant.",あらら　これは興味深い,"{""c"":""おお、興味深いですね。""}",82,2597,17,2614,921.39
tatoeba,nl,no,Hoeveel tijd besteden jullie op Facebook?,Hvor mye tid bruker du på Facebook?,"{""c"":""Hvor mye tid bruker dere på Facebook?""}",94,2597,19,2616,915.03
subtitle,fr,ja,Sortez tous !,- よし、全員降りろ,"{""c"":""全員出てきて!""}",70,2591,14,2605,848.82
tatoeba,nl,no,Hij heeft geluk zo'n goede vrouw te hebben.,Han er heldig som har en så god hustru.,"{""c"":""Han har flaks med å ha en så god kone.""}",79,2599,20,2619,1198.34
subtitle,fr,ja,- Bien. - Parfait. - Merci John.,分かった　ありがとう,"{""c"":""- いいですね。- 完璧です。- ありがとうジョン。""}",72,2600,30,2630,943.61
tatoeba,nl,no,Het klimaat is aangenaam.,Klimaet er behagelig.,"{""c"":""The climate is pleasant.""}",18,2593,12,2605,829.78
subtitle,fr,ja,Je pense que parfois.,時々だが...,"{""c"":""時々そう思う。""}",82,2592,14,2606,899.36
tatoeba,nl,no,De hoofdstad van Japan is Tokio.,Hovedstaden i Japan er Tokyo.,"{""c"":""De hovedstad av Japan er Tokyo.""}",62,2595,15,2610,993.54
subtitle,fr,ja,"Non, c'était une blague.",あれはジョークさ,"{""c"":""いいえ、冗談でした。""}",75,2594,18,2612,960.79
tatoeba,nl,no,Geld is macht.,Penger er makt.,"{""c"":""Geld is macht.""}",15,2591,13,2604,889.53
subtitle,fr,ja,Il n'y aura que nous et le V.,集合場所に来るのは俺達だけ そこへVが,"{""c"":""私たちとVだけになるでしょう。""}",78,2597,21,2618,1102.71
tatoeba,nl,no,Ze rookt twintig sigaretten per dag.,Hun røyker 20 sigaretter om dagen.,"{""c"":""Ze rookt twintig sigaretten per dag.""}",0,2597,19,2616,1017.66
subtitle,fr,ja,Quoi donc ?,何を？,"{""c"":""何ですか?""}",82,2591,12,2603,932.02
tatoeba,nl,no,Maak je geen zorgen over ons.,Ikke bekymre deg for oss.,"{""c"":""Gjør deg ingen bekymringer for oss.""}",79,2596,19,2615,917.28
subtitle,fr,ja,Ça va aller.,大丈夫よ,"{""c"":""大丈夫です。""}",82,2592,14,2606,893.46
tatoeba,nl,no,Hij woont in een dorp.,Han bor i en landsby.,"{""c"":""Han bor i en landsby.""}",95,2593,15,2608,1008.32
subtitle,fr,ja,"Je suis désolée, Dr Morgan mais je ne vais pas abandonner si vite.",悪いわね　モーガン先生 まだ終わらせないわ,"{""c"":""申し訳ございませんが、モーガン博士、私はそう簡単には諦めません。""}",76,2606,37,2643,1974.42
tatoeba,nl,no,Ik was thuis.,Jeg var hjemme.,"{""c"":""Ik was thuis.""}",10,2592,14,2606,887.04
subtitle,it,de,"Tu, torna da dove sei venuto!","Du, zurück, wo du hingehörst!","{""c"":""Du, geh zurück, woher du gekommen bist!""}",87,2595,22,2617,1072.18
tatoeba,fr,ja,Noël est un jour férié à part.,クリスマスは特別な休日だ。,"{""c"":""クリスマスは特別な祝日です。""}",82,2596,21,2617,914.08
tatoeba,fr,ja,Je me rappelle l'événement aussi clairement que s'il avait eu lieu hier.,この事件の事はまるで昨日の事のようにはっきり覚えています。,"{""c"":""その出来事は昨日起きたかのように、はっきりと覚えています。""}",90,2606,32,2638,1075.57
subtitle,it,de,"Ehi, Foster.","- Hey, Foster?","{""c"":""Hallo, Foster.""}",75,2591,13,2604,2319.4
subtitle,it,de,"Anni dopo, finalmente mori', e la sua vita torturata, cesso'.",Jahre später starb er endlich. Und die Qual seines Lebens war vorbei.,"{""c"":""Jahre später starb er endlich, und sein qualvolles Leben endete.""}",87,2606,24,2630,1060.88
tatoeba,fr,ja,Sa clinique a perdu de nombreux patients depuis le scandale.,彼の診療所は、そのスキャンダル以来多くの患者を失った。,"{""c"":""スキャンダル以来、彼女のクリニックは多くの患者を失った。""}",82,2600,34,2634,1119.98
subtitle,it,de,"Tu sei la prossima, ragazza. Siediti, vado a prepararti il colore.","Setz dich, ich gehe deine Farbe mischen.","{""c"":""Du bist die Nächste, Mädchen. Setz dich hin, ich mache dir die Farbe fertig.""}",82,2609,40,2649,1137.73
tatoeba,fr,ja,En 1943 le Japon était en guerre.,１９４３年に日本は戦争をしていた。,"{""c"":""1943年、日本は戦争中でした。""}",82,2598,21,2619,1893.55
subtitle,it,de,Vattene! (urla),Verschwinde!,"{""c"":""Verschwinde! (schreit)""}",83,2594,17,2611,921.19
tatoeba,fr,ja,Par dessus tout je veux être en bonne santé.,何ものにもまして私は健康になりたい。,"{""c"":""何よりも健康でいたいです。""}",82,2599,19,2618,1047.71
subtitle,it,de,"Ouò prestarmi la sua penna, per favore? Orego, signora.","Darf ich mir Ihren Stift ausleihen, bitte?","{""c"":""Könnten Sie mir bitte Ihren Stift leihen? Natürlich, gnädige Frau.""}",82,2607,37,2644,971.25
tatoeba,fr,ja,"Généralement, je vais à pied à l'école.",私はたいてい歩いて学校へ行く。,"{""c"":""一般的に、私は歩いて学校に行きます。""}",82,2600,25,2625,978.35
subtitle,it,de,"Per te, figlio mio, questa è tutta una prova di fede.","Für Sie, mein Sohn, ist dies alles eine Glaubensprüfung.","{""c"":""Für dich, mein Sohn, ist dies alles eine Glaubensprobe.""}",82,2604,30,2634,1032.42
tatoeba,fr,ja,Mon loisir est de jouer de la guitare.,私の趣味はギターを弾くことです。,"{""c"":""私の趣味はギターを弾くことです。""}",82,2598,22,2620,913.5
subtitle,it,de,I suoi genitori hanno perso il loro unico figlio alle 3:07 di questa mattina.,Seine Eltern verloren ihr einziges Kind um 3: 07Uhr heute morgen.,"{""c"":""Seine Eltern haben ihren einzigen Sohn heute Morgen um 3:07 Uhr verloren.""}",88,2609,36,2645,1003.96
tatoeba,fr,ja,Un récent sondage montre que le nombre de fumeurs diminue.,最近のある調査によると喫煙者の数は減少しつつある。,"{""c"":""最近の調査によると、喫煙者の数は減少しています。""}",82,2602,28,2630,937.44
subtitle,it,de,Mi scusi!,Entschuldigen Sie!,"{""c"":""Entschuldigung!""}",82,2589,13,2602,819.46
tatoeba,fr,ja,Il est finalement devenu le président d'IBM.,彼はついにＩＢＭの社長になった。,"{""c"":""彼は最終的にIBMの社長になった。""}",82,2597,23,2620,920.33
tatoeba,fr,ja,Je suis stressé.,ストレスがたまってきたよ。,"{""c"":""私はストレスを感じています。""}",78,2592,17,2609,917.31
subtitle,it,de,"- Forza, dai, dai!","- Los, los, los!","{""c"":""- Komm schon, los, los!""}",85,2594,18,2612,1029.31
tatoeba,it,de,Sei una sospettata.,Du bist eine Verdächtige.,"{""c"":""Du bist eine Verdächtige.""}",95,2593,16,2609,960.33
subtitle,fr,en,Je vais bien.,I'm fine.,"{""c"":""I'm doing well.""}",78,2590,12,2602,974.42
tatoeba,it,de,So che sei un maestro.,"Ich weiß, dass Sie Lehrer sind.","{""c"":""Ich weiß, dass du ein Meister bist.""}",72,2592,22,2614,900.86
subtitle,fr,en,"Georgina, savez-vous où Val est allée ?","Uh... Georgina, do you know where Val was going?","{""c"":""Georgina, do you know where Val went?""}",82,2600,18,2618,846.32
tatoeba,it,de,Mi alzo alle 7:00.,Ich stehe um sieben Uhr auf.,"{""c"":""Ich stehe um 7:00 Uhr auf.""}",82,2594,22,2616,1087.99
subtitle,fr,en,"Quoi, mon amour ?","- What, my love?","{""c"":""What, my love?""}",97,2594,12,2606,821.95
subtitle,fr,en,On a de plus gros soucis.,We've got bigger concerns.,"{""c"":""We have bigger problems.""}",82,2595,12,2607,821.02
tatoeba,it,de,"Tom è più intelligente di voi, sapete.","Wisst ihr, Tom ist intelligenter als ihr.","{""c"":""Tom ist intelligenter als ihr, wisst ihr.""}",87,2597,18,2615,1988.76
subtitle,fr,en,Ces gars sont les meilleurs.,Those guys are the best.,"{""c"":""These guys are the best.""}",82,2593,13,2606,1235.12
tatoeba,it,de,Non ho bisogno del suo aiuto.,Ich brauche Ihre Hilfe nicht.,"{""c"":""Ich brauche deine Hilfe nicht.""}",82,2595,19,2614,836.76
subtitle,fr,en,- Voilà une concession. - Quoi ?,- That's a concession.,"{""c"":""- Here's a concession. - What?""}",85,2600,17,2617,925.5
tatoeba,it,de,L'ipocrisia è la morte della democrazia.,Die Scheinheiligkeit ist der Tod der Demokratie.,"{""c"":""Heuchelei ist der Tod der Demokratie.""}",82,2599,20,2619,1034.32
subtitle,fr,en,- J'ai suivi Taub.,I followed Taub.,"{""c"":""- I followed Taub.""}",97,2595,14,2609,1007.22
tatoeba,it,de,"Non scrivermi al vecchio indirizzo, mi sono trasferito.",Nicht an meine alte Adresse schreiben! Ich bin umgezogen.,"{""c"":""Schreib mir nicht unter der alten Adresse, ich bin umgezogen.""}",82,2602,28,2630,1022.86
subtitle,fr,en,Salut.,Hi.,"{""c"":""Hi.""}",30,2589,9,2598,779.93
tatoeba,it,de,Cerchiamo di aspettare e vedere come si sviluppano le cose.,"Lass uns abwarten und schauen, wie sich die Dinge entwickeln.","{""c"":""Lassen Sie uns abwarten und sehen, wie sich die Dinge entwickeln.""}",87,2604,28,2632,984.79
subtitle,fr,en,Un Serbe qui a inventé une machine sexuelle pour les femmes.,A serbian man who has invented A sex machine for women.,"{""c"":""A Serb who invented a sex machine for women.""}",85,2602,19,2621,1208.03
tatoeba,it,de,Chi l'ha detto? È assolutamente falso!,Wer hat das gesagt? Das ist völlig falsch!,"{""c"":""Wer hat das gesagt? Das ist absolut falsch!""}",88,2599,22,2621,935.7
subtitle,fr,en,"J'ai commencé à prier car j'ai souvent trouvé du réconfort dans ma Foi et... un jour, j'ai entendu une voix.","I started to pray because I often find consolation in my faith, and, one day... I heard a voice.","{""c"":""I started praying because I often found comfort in my Faith and... one day, I heard a voice.""}",87,2625,29,2654,970.28
tatoeba,it,de,Tom temeva di commettere un errore.,"Tom hatte Angst davor, einen Fehler zu machen.","{""c"":""Tom fürchtete sich, einen Fehler zu machen.""}",82,2596,22,2618,1015.25
subtitle,no,da,Barna har ikke sagt ja til noe.,Børnene har ikke sagt ja til noget.,"{""c"":""Børnene har ikke sagt ja til noget.""}",95,2597,20,2617,914.23
tatoeba,fr,en,Je viens d'apprendre que Tom et Mary déménagent à Boston.,I just heard that Tom and Mary are moving to Boston.,"{""c"":""I just found out that Tom and Mary are moving to Boston.""}",92,2604,20,2624,834.19
subtitle,no,da,La oss ta en drink før vi går.,"Lad os tage en drink, før vi går.","{""c"":""Lad os tage en drink, før vi går.""}",95,2595,20,2615,1048.85
tatoeba,fr,en,Il disait la vérité.,He told the truth.,"{""c"":""He was telling the truth.""}",82,2593,13,2606,962.61
tatoeba,fr,en,"Terrible accident d'hélicoptère dans un cimetière belge, les sauveteurs ont déjà dégagé plus de 500 corps.","Horrible helicopter accident in a Belgian cemetery, the rescuers have already salvaged more than 500 corpses.","{""c"":""Terrible helicopter accident in a Belgian cemetery, rescue workers have already recovered over 500 bodies.""}",87,2623,27,2650,885.72
subtitle,no,da,Her er nummeret mitt.,Her er mit nummer.,"{""c"":""Her er nummeret mit.""}",70,2592,14,2606,868.29
tatoeba,fr,en,Elle nous a servi un bon repas.,She served us a good meal.,"{""c"":""She served us a good meal.""}",78,2595,14,2609,957.63
subtitle,no,da,Men en gang i tiden var jeg svært forelsket i ham.,Men en gang var jeg meget forelsket i ham.,"{""c"":""Men engang i tiden var jeg meget forelsket i ham.""}",90,2600,21,2621,844.07
tatoeba,fr,en,Comment as-tu perdu ton bras ?,How did you lose your arm?,"{""c"":""How did you lose your arm?""}",95,2596,14,2610,903.48
subtitle,no,da,-Jeg vet.,- Ja.,"{""c"":""-Jeg ved.""}",90,2590,12,2602,1006.96
tatoeba,fr,en,Allez au lit !,Get to bed.,"{""c"":""Go to bed!""}",85,2592,11,2603,784.59
subtitle,no,da,Og jeg har kameraet. Hva nå?,Jeg har kameraet i mit.,"{""c"":""Og jeg har kameraet. Hvad nu?""}",79,2599,20,2619,841.46
tatoeba,fr,en,Ta maison est en vente.,Your house is for sale.,"{""c"":""Your house is for sale.""}",95,2593,13,2606,1478.01
subtitle,no,da,"Ok, folkens.","Okay, venner.","{""c"":""Ok, folkens.""}",30,2590,12,2602,892.81
tatoeba,fr,en,Où te diriges-tu ?,Where are you heading?,"{""c"":""Where are you heading?""}",75,2594,12,2606,910.74
subtitle,no,da,De fortalte meg aldri.,De har aldrig fortalt mig det.,"{""c"":""De fortalte mig aldrig.""}",82,2593,16,2609,1930.38
tatoeba,fr,en,Vous ne croirez pas ce qui vient d'arriver !,You won't believe what just happened!,"{""c"":""You won't believe what just happened!""}",95,2602,15,2617,908.46
subtitle,no,da,Retter om kameraet mot nord-nordøst.,"Retter kameraet nord, nordøst.","{""c"":""Ret kameraet mod nord-nordøst.""}",85,2599,19,2618,920.26
tatoeba,fr,en,Il y a une fleur sur la table.,There is a flower on the table.,"{""c"":""There is a flower on the table.""}",75,2595,15,2610,1213.49
subtitle,no,da,- Du bekjemper kriminalitet.,- Du er noget af en kriminalknuser.,"{""c"":""- Du bekæmper kriminalitet.""}",82,2596,18,2614,1056.95
tatoeba,no,da,Han spør stadig dumme spørsmål.,Han stiller hele tiden dumme spørgsmål.,"{""c"":""Han stiller stadig dumme spørgsmål.""}",88,2597,20,2617,977.75
subtitle,ja,fr,ありがとうございます,"Merci, ma reine.","{""c"":""Merci beaucoup""}",62,2593,13,2606,883.8
subtitle,ja,fr,あらら　これは興味深い,"Ooh, c'est intéressant.","{""c"":""Oh là là, c'est intéressant""}",82,2596,18,2614,915.49
tatoeba,no,da,Hun begynte å synge.,Hun begyndte at synge.,"{""c"":""Hun begyndte at synge.""}",99,2593,15,2608,864.25
subtitle,ja,fr,- よし、全員降りろ,Sortez tous !,"{""c"":""- Alright, everybody get off""}",20,2596,15,2611,1042.09
tatoeba,no,da,Dette er et varsel som vi må ta på alvor.,Dette er et varsel som vi må tage alvorligt.,"{""c"":""Dette er en advarsel, som vi skal tage alvorligt.""}",78,2598,23,2621,1015.28
tatoeba,no,da,Hans barnslige latter er sjarmerende.,Hans barnlige latter er charmerende.,"{""c"":""Hans barnsligheder er charmerende.""}",63,2595,17,2612,957.19
subtitle,ja,fr,分かった　ありがとう,- Bien. - Parfait. - Merci John.,"{""c"":""D'accord, merci""}",72,2595,13,2608,1879.9
tatoeba,no,da,Denne byen er kald og ensom uten deg.,Denne by er kold og ensom uden dig.,"{""c"":""Denne by er kold og ensom uden dig.""}",78,2598,19,2617,1099.04
subtitle,ja,fr,時々だが...,Je pense que parfois.,"{""c"":""De temps en temps, mais...""}",78,2590,14,2604,897.04
tatoeba,no,da,Jeg sto opp sent i dag morges.,Jeg stod sent op i dag til morgen.,"{""c"":""Jeg stod op sent i dag morges.""}",79,2597,18,2615,827.44
subtitle,ja,fr,あれはジョークさ,"Non, c'était une blague.","{""c"":""C'est juste une blague""}",78,2594,15,2609,956.28
tatoeba,no,da,Jeg har alltid ville møte deg.,Jeg har altid ønsket at møde dig.,"{""c"":""Jeg har altid gerne ville møde dig.""}",75,2595,19,2614,925.17
subtitle,ja,fr,集合場所に来るのは俺達だけ そこへVが,Il n'y aura que nous et le V.,"{""c"":""Nous seuls viendrons au point de rendez-vous. Et là, V...""}",82,2606,27,2633,1125.93
tatoeba,no,da,Du hjalp meg ikke.,Du hjalp mig ikke.,"{""c"":""Du hjalp mig ikke.""}",95,2592,15,2607,963.4
subtitle,ja,fr,何を？,Quoi donc ?,"{""c"":""Quoi ?""}",74,2589,11,2600,891.03
tatoeba,no,da,Kommer du klokken seks eller klokken syv?,Ankommer de klokken seks eller klokken syv?,"{""c"":""Kommer du klokken seks eller klokken syv?""}",1,2600,22,2622,854.9
subtitle,ja,fr,大丈夫よ,Ça va aller.,"{""c"":""Ça va bien""}",73,2593,12,2605,908.68
tatoeba,no,da,"Ta den du liker best, samme hvilken det er.","Tag den du bedst kan lide, lige meget hvilken det er.","{""c"":""Tag den du kan lide bedst, uanset hvilken det er.""}",87,2598,24,2622,975.0
subtitle,ja,fr,悪いわね　モーガン先生 まだ終わらせないわ,"Je suis désolée, Dr Morgan mais je ne vais pas abandonner si vite.","{""c"":""C'est mal Morgan professeur, je n'ai pas encore fini""}",55,2609,23,2632,1025.43
tatoeba,ja,fr,クリスマスは特別な休日だ。,Noël est un jour férié à part.,"{""c"":""Noël est une fête spéciale.""}",73,2600,18,2618,1570.23
subtitle,no,es,Vi er sammen om dette.,Estamos todos juntos en esto.,"{""c"":""Estamos juntos en esto.""}",82,2591,15,2606,982.71
tatoeba,ja,fr,この事件の事はまるで昨日の事のようにはっきり覚えています。,Je me rappelle l'événement aussi clairement que s'il avait eu lieu hier.,"{""c"":""Je me souviens de cet incident aussi clairement que si c'était hier.""}",89,2612,26,2638,1032.25
subtitle,no,es,- Du lot pappa komme hjem igjen!,¡Dejaste que papá volviera a casa!,"{""c"":""¡Espera, papá viene a casa de nuevo!""}",62,2597,21,2618,1662.42
tatoeba,ja,fr,彼の診療所は、そのスキャンダル以来多くの患者を失った。,Sa clinique a perdu de nombreux patients depuis le scandale.,"{""c"":""Sa clinique a perdu beaucoup de patients depuis ce scandale.""}",93,2613,23,2636,891.66
subtitle,no,es,Det var feil av meg å si det.,Me equivoqué al decirte eso.,"{""c"":""Fue un error de mi parte decir eso.""}",82,2595,19,2614,1003.06
tatoeba,ja,fr,１９４３年に日本は戦争をしていた。,En 1943 le Japon était en guerre.,"{""c"":""En 1943, le Japon était en guerre.""}",96,2603,20,2623,1007.24
subtitle,no,es,Jeg er forelsket i kona.,Estoy enamorado de mi esposa.,"{""c"":""Estoy enamorado de mi esposa.""}",95,2595,19,2614,988.3
tatoeba,ja,fr,何ものにもまして私は健康になりたい。,Par dessus tout je veux être en bonne santé.,"{""c"":""Plus que tout, je veux être en bonne santé.""}",90,2602,21,2623,902.89
subtitle,no,es,-La meg hjeIpe deg.,- Déjeme ayudarlo.,"{""c"":""Déjame ayudarte.""}",82,2593,15,2608,928.03
tatoeba,ja,fr,私はたいてい歩いて学校へ行く。,"Généralement, je vais à pied à l'école.","{""c"":""Je vais généralement à l'école à pied.""}",88,2603,20,2623,850.79
subtitle,no,es,Du forstår ikke.,No entiendes.,"{""c"":""No entiendes.""}",95,2591,12,2603,854.94
tatoeba,ja,fr,私の趣味はギターを弾くことです。,Mon loisir est de jouer de la guitare.,"{""c"":""Mon hobby est de jouer de la guitare.""}",72,2601,18,2619,905.84
subtitle,no,es,Hun ser skrekkslagen ut.,Parece aterrada.,"{""c"":""Se ve asustada.""}",82,2593,13,2606,1371.49
tatoeba,ja,fr,最近のある調査によると喫煙者の数は減少しつつある。,Un récent sondage montre que le nombre de fumeurs diminue.,"{""c"":""Selon une enquête récente, le nombre de fumeurs est en baisse.""}",88,2609,25,2634,955.21
subtitle,no,es,Det er et menneske!,¡Es un hombre!,"{""c"":""¡Es una persona!""}",82,2591,13,2604,1034.82
tatoeba,ja,fr,彼はついにＩＢＭの社長になった。,Il est finalement devenu le président d'IBM.,"{""c"":""Il est finalement devenu président d'IBM.""}",92,2606,18,2624,955.2
subtitle,no,es,Slik du hjalp Gentry?,Vamos. ¿Como ayudaste a Gentry?,"{""c"":""¿Así ayudaste a Gentry?""}",72,2596,19,2615,969.16
tatoeba,ja,fr,ストレスがたまってきたよ。,Je suis stressé.,"{""c"":""Je suis de plus en plus stressé.""}",82,2599,18,2617,944.03
subtitle,no,es,-Har du ennå tannlegeplan og alt mulig?,- ¿Todavía tienes el plan dental?,"{""c"":""-¿Aún tienes plan dental y todo lo demás?""}",82,2601,23,2624,1020.37
tatoeba,no,es,Har rommet ditt to vinduer?,¿Tu pieza tiene dos ventanas?,"{""c"":""¿Tu habitación tiene dos ventanas?""}",92,2595,17,2612,1020.36
subtitle,it,es,"- Sono io, Mac.","- Soy yo, Mac.","{""c"":""- Soy yo, Mac.""}",95,2592,15,2607,825.08
subtitle,it,es,Scommetto che alcune persone sono fuggite in Tasmania.,Apuesto a que algunos huirían a Tasmania.,"{""c"":""Apuesto a que algunas personas huyeron a Tasmania.""}",82,2600,22,2622,1143.46
tatoeba,no,es,Interlingua er et moderne redskap for internasjonal kommunikasjon.,Interlingua es una herramienta moderna para la comunicación internacional.,"{""c"":""Interlingua es una herramienta moderna para la comunicación internacional.""}",95,2604,24,2628,1127.94
subtitle,it,es,"Jackson e' diventato capitano della squadra di calcio, la caviglia di Dale va meglio.",Jackson fue nombrado capitán del equipo de futbol. Y el tobillo de Dale está mejor.,"{""c"":""Jackson se convirtió en capitán del equipo de fútbol, el tobillo de Dale está mejor.""}",85,2609,31,2640,1000.68
tatoeba,no,es,Det er ikke lett å skrive et kjærlighetsbrev på engelsk.,Escribir una carta de amor en inglés no es fácil.,"{""c"":""No es fácil escribir una carta de amor en inglés.""}",95,2602,22,2624,1001.92
subtitle,it,es,- E da quando lo sai?,- ¿Desde cuándo lo sabes?,"{""c"":""- ¿Y desde cuándo lo sabes?""}",96,2593,20,2613,1006.93
tatoeba,no,es,Yumi er flink til å spille tennis.,Yumi es buena jugando tenis.,"{""c"":""Yumi es hábil jugando tenis.""}",82,2597,19,2616,1019.23
subtitle,it,es,-No! Brillante!,"-No, perfecto!","{""c"":""-¡No! ¡Brillante!""}",95,2591,19,2610,1130.42
tatoeba,no,es,Jeg leste at presidenten i Brasil er en kvinne. Hun heter Dilma.,He leído que el presidente de Brasil es una mujer. Se llama Dilma.,"{""c"":""Leí que la presidenta de Brasil es una mujer. Se llama Dilma.""}",85,2606,28,2634,1049.22
tatoeba,no,es,Jeg snakket med den polske ambassadøren.,Yo hablé con el embajador polaco.,"{""c"":""Hablé con el embajador polaco.""}",92,2599,19,2618,1033.68
subtitle,it,es,Di che parli?,- ¿De qué hablas?,"{""c"":""¿De qué hablas?""}",85,2590,15,2605,978.85
tatoeba,no,es,Han kom i god behold.,Él llegó sano y salvo.,"{""c"":""Llegó en buen estado.""}",79,2592,15,2607,989.55
subtitle,it,es,"Senti, e' solo che non voglio vederti deluso quando non nevichera'.","Mira, sólo quiero que no te sientas decepcionado cuando no nieve.","{""c"":""Mira, es solo que no quiero verte decepcionado cuando no nieve.""}",87,2608,28,2636,987.17
tatoeba,no,es,Han oppfører seg som om han var gal.,Él se comporta como si estuviera loco.,"{""c"":""Se comporta como si estuviera loco.""}",82,2597,18,2615,902.88
subtitle,it,es,La distanza.,La distancia,"{""c"":""La distancia.""}",95,2589,11,2600,884.97
tatoeba,no,es,Jeg er sulten som en ulv.,Tengo tanta hambre como un lobo.,"{""c"":""Tengo un hambre de lobo.""}",82,2595,17,2612,1001.65
subtitle,it,es,Che cosa buffa.,Qué chistoso.,"{""c"":""Qué cosa tan graciosa.""}",82,2591,16,2607,921.41
subtitle,it,es,Quanto cazzo stupida sei a volte?,- ¿Cuán estúpida puedes ser?,"{""c"":""¿Qué tan estúpida eres a veces?""}",85,2596,23,2619,891.14
tatoeba,no,es,Han bor i en luksusleilighet i nærheten av Central Park.,Vive en un apartamento de lujo cerca de Central Park.,"{""c"":""Vive en un apartamento de lujo cerca de Central Park.""}",95,2603,22,2625,1006.45
subtitle,no,it,"- Den? Nei, jo, vel...","Questo no, si, no.","{""c"":""- Den? No, sì, beh...""}",62,2595,18,2613,886.12
tatoeba,it,es,Vieni da me in ufficio così ti spiego.,Vení conmigo a la oficina así te explico.,"{""c"":""Ven a mi oficina para que te lo explique.""}",82,2599,21,2620,1597.26
subtitle,no,it,Politiet konsulterer ikke amatører.,La polizia non chiede aiuto ai dilettanti.,"{""c"":""La polizia non consulta dilettanti.""}",82,2596,18,2614,953.84
